group,ret_sec,rt,mz,intensity,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5
M586_R1029_9583,1029.427002,17.16,586.3325195,0,6200.718615,69662.53247,23350.92641,33649.06061,34060.07792,134511.2554,0,0,0,0,0,0,0,0,22868.5368,26809.55411,0,26606.87446,47029.19913,43692.74026,6810.077922,9224.034632,0,15905.23377,31916.19048,33316.17749,49447.85714,1156339.359,12321.05195,0,0,0,0,0,43985.671,58153.13853,197177.3463,0,0,13114.51948,0,39491.00866
M586_R886_9585,885.5371094,14.76,586.335144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9154.04329,7709.987013,6251.926407,9246.38961,12727.44589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M586_R913_9587,912.6778564,15.21,586.3477173,0,7001.852814,84041.54978,8454.800866,10333.98701,12219.14286,24058.80519,39372.19481,23105.38528,11377.22944,25393.01299,9188.181818,0,0,0,66811.03896,26256.64069,0,19604.07792,26121.93506,23631.46753,15674.32035,60876.62771,40726.7316,58445.8355,97420.66234,63316.44156,83121.84848,169661.1126,112457.8182,124307.8745,60011.09091,178799.5065,53678.51948,0,19549.22511,24764.51948,32549.09524,10928.35931,14772.51082,0,0,14708.42424
M586_R936_9588,935.977356,15.6,586.3682251,0,79539.27273,11445.50649,20691.70996,27613.14286,25890.05195,14483.24242,47873.80087,15077.70563,9792.203463,18611.5368,0,0,0,0,13557.25541,35063.55844,11358.19048,59362.88312,77920.4026,85840.72294,36642.81385,10454.48918,8320.337662,12169.16017,22056.67532,15276.68398,20948.22944,38947.72727,8275.675325,44483.75325,6925.08658,43248.71861,17395.7619,0,7014.415584,9325.359307,20176.64502,24279.80519,16226.06494,51822.03896,7503.662338,66197.02165
M586_R1066_9589,1066.48584,17.77,586.4069882,0,13062.50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7843.930736,7089.722944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M586_R988_9590,988.4647827,16.47,586.4171657,0,0,0,5905.112554,7503.480519,8840.709957,0,0,0,0,0,0,0,0,0,0,0,0,0,8337.601732,8947.437229,0,0,0,0,0,0,0,11531.329,0,0,0,0,0,0,0,0,0,0,0,0,0,14266.329
M586_R304_9591,304.1326752,5.07,586.4260559,0,0,0,0,0,0,0,0,0,0,0,0,0,13233.44156,21125.90476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M586_R974_9592,973.7347412,16.23,586.4699305,0,13011.04762,0,0,0,0,8849.229437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R1028_9593,1028.393799,17.14,586.5058556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9719.675325,0,0,0
M587_R632_9595,631.7096558,10.53,586.5279124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22957.51948,16436.41126,11822.5974,14474.69697,16229.82251,0,0,0,0,15254.17749,0,0,0,0,0,0,0,0,0
M587_R1025_9594,1024.526428,17.08,586.5280364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19642.39827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R1031_9596,1031.359253,17.19,586.6273193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8036.536797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R1031_9597,1030.942017,17.18,586.706665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7663.242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R399_9598,399.1854248,6.65,587.2720048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902.649351,0
M587_R736_9599,736.4873047,12.27,587.297457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10778.64069,0,0,0,0
M587_R1009_9602,1009.052246,16.82,587.3077393,0,0,18427.93506,10023.27273,12493.93939,12356.17316,41289.57143,0,0,0,0,0,0,0,0,11019.24242,19603.97403,0,10042.25541,16585.51948,14370.1342,0,0,0,10739.32035,22224.50216,20409.61039,25763.64069,539129.3636,6970.497835,0,0,0,0,0,14828.1039,24539.88312,57965.39394,0,0,6199.731602,0,20394.62771
M587_R510_9600,509.6806793,8.49,587.3086321,332246.4372,49319.7619,115013.1082,997106.039,1169501.537,1265328.009,1252608.81,45443.84416,31586.22078,16131.51515,16103.09957,8882.987013,0,0,0,24027.71429,314949.7576,491708.4459,479806.7489,515397.29,557629.4805,641306.7273,614823.0173,645651.0346,1936935.896,1916632.554,1855280.926,1891333.407,1433536.312,705623.5974,96248.2381,36522.83117,30280.03896,1200587.351,332246.4372,781028.1515,909743.8745,924100.9134,555271.9437,109673.2035,539454.9697,1004981.472,936790.4762
M587_R612_9601,611.8563538,10.2,587.3104802,6944.441558,0,0,7867.887446,8866.034632,9305.380952,16499.55411,0,0,0,10424.79221,0,0,0,0,0,5993.74026,8507.398268,0,8228.705628,8004.073593,14970.38528,20868.16017,14214.34199,141049.2078,120625.5628,106733.1039,128051.4199,68932.8355,19225.2381,0,0,0,87126.01299,6944.441558,16936.17316,20030.48918,17698.03463,7742.017316,6017.878788,0,10869.84416,12366.65368
M587_R493_9603,492.9002533,8.22,587.323316,0,0,0,10117.21645,13417.12121,13907.60173,21252.62338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21543.27706,26529.45455,11076.41991,0,0,0,0,12397.03896,0,0,0,0,0,0,0,12234.91342,9887.688312
M587_R1031_9605,1030.801147,17.18,587.3338013,0,0,13718.56277,0,0,0,24761.18182,0,0,0,0,0,0,0,0,0,0,0,0,8971.164502,8041.878788,0,0,0,0,6426.640693,6246.445887,8895.597403,295460.1126,0,0,0,0,0,0,7972.480519,10799.45022,38792.40693,0,0,0,0,7537.891775
M587_R596_9604,595.6233521,9.93,587.3414982,8381.121212,0,9840.675325,14462.98268,18374.75758,20035.43723,28887.19048,0,0,0,0,0,0,0,0,8577.298701,30015.90043,14942.55411,16270.90476,9286.268398,17866.21645,13929.52381,31273.47186,12486.25108,212046.4632,114731.0519,86145.35065,181893.2424,86643.80087,36470.80952,7170.272727,6990.233766,7457.904762,131170.4069,8381.121212,29677.24242,32218.66234,23320.22944,22985.31602,15876.11688,6391.835498,17574.70996,25314.7619
M587_R745_9606,745.1470947,12.42,587.343811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6985.441558,0,18061.81385,10780.93074,0,8163.727273,11536.20779,8699.78355,0,0,0,15768.5671,0,0,0,0,0,0,0,0,0
M587_R847_9607,846.8881836,14.11,587.3483694,9031.632035,0,13252.70563,14339.28571,22156.44589,21584.42424,42417.77922,0,0,0,249285.3636,69659.74026,11087.66667,38977.1645,60141.39394,39533.8355,105480.5411,14571.84416,22566.49351,25359.22078,28063.14286,19306.89177,28771.37662,7917.904762,22117.35065,27020.25108,16366.66234,20179.41558,8588.861472,23610.58009,44526.20346,11340.17749,44327.58442,23913.48485,9031.632035,29327.51515,40170.22078,46930.58874,10016.45455,8456.069264,13761.77489,11497.82251,11683.58442
M587_R754_9608,753.9703369,12.57,587.3651123,14572.20779,37174.55411,88412.45455,29950.05628,24153.64069,22123.98701,46300.42857,27354.44156,27980.01299,26215.54113,53006.20779,23302.47619,27925.60173,49936.71861,61957.64502,29728.48485,38393.53247,20603.54545,29305.99134,18161.4329,19630.41126,57425.95238,32987.46753,11761.4329,30799.28571,32146.62771,24809.96537,14830.81385,28652.50216,44425.81385,40509.68831,19408.64069,26564.74459,19503.69264,14572.20779,19110.74892,48930.09957,53133.02597,42690.52381,34829.39827,21829.79221,20323.40693,37621.08225
M587_R964_9609,963.5390015,16.06,587.3711548,0,20458.69264,28873.57143,11423.2684,9577.575758,12339.35931,30859.61905,0,0,0,0,0,0,0,0,10454.85714,45407.08225,0,30311.80087,40750.98701,25767.57143,8599.428571,8157.298701,0,9502.926407,12471.78355,15908.54978,10193.44589,18607.02165,18202.81818,12309.2987,0,12528.29004,0,0,0,8839.125541,12771.329,8518.251082,7420.225108,14059.87446,0,28510.12987
M587_R1131_9610,1131.384033,18.86,587.3807983,0,0,0,0,6114.549784,6847.861472,9577.974026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17243.05628,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R879_9611,878.759491,14.65,587.3945988,0,14096.48918,0,6997.813853,8510.748918,9480.411255,0,0,0,0,0,0,0,0,0,0,0,8741.74026,0,0,0,0,8522.406926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R1074_9613,1074.494263,17.91,587.411499,0,11930.47186,0,0,0,0,0,102344.5714,21025.45455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15733.09957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M587_R512_9612,512.2955322,8.54,587.4138744,0,0,0,0,0,0,5949.593074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9517.199134,10477.70563,10244.88745,7504.939394,8370.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R510_9614,510.0979919,8.5,587.5033502,0,0,0,26754.35931,31528.58874,34910.38528,34952.59307,0,0,0,0,0,0,0,0,0,0,9717.987013,9216.225108,10368.54978,12048.69264,14037.60173,12713.60606,15014.94805,94403.49784,95544.62338,90279.41126,90856.74459,53947.90909,16217.2381,0,0,0,33044.42857,0,19802.85714,26227.73593,24242.64502,12155.84848,0,11543.03463,24374.1342,22302.1645
M588_R513_9615,512.7542419,8.55,587.5970435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55649.69697,51503.49784,47819.2684,62880.29004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R510_9616,510.0979919,8.5,587.6082003,0,0,0,9367.839827,7713.272727,12818.65801,13461.12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16963.66667,0,0,0,20061.36364,0,0,0,0,13537.59307,0,0,0,0,0,0,0,6533.943723,0
M588_R511_9617,511.4135284,8.52,587.6839667,0,0,0,0,13097.8961,14838.06926,15009.97835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45977.20779,41065.57143,36118.92208,37719.61039,19733.84416,0,0,0,0,11532.79654,0,0,0,0,0,0,0,7471.757576,0
M588_R513_9618,512.6795654,8.54,587.7671483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18791.12121,19105.83117,17257.02165,19346.52814,10337.05195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R513_9619,512.7542419,8.55,587.8632807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16521.29437,15704.63636,14514.38095,16104.59307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R816_9620,815.9297485,13.6,588.010113,0,0,0,0,0,0,0,0,0,0,0,0,0,6672.437229,9189.502165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R612_9622,612.1630859,10.2,588.3097668,0,0,0,13009.44589,13889.28139,14301.78355,10772.60606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7172.722944,0,41035.96104,36884.16017,32389.22078,37539.83117,19557.61039,7615.662338,0,0,0,26159.98268,0,0,7270.709957,6229.883117,0,0,0,7873.649351,0
M588_R1009_9623,1009.454529,16.82,588.311013,0,0,0,0,0,0,11329.73593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155938.1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R510_9621,510.0979919,8.5,588.311532,94228.65801,12455.74892,31028.8658,342082.0216,419874.7229,472056.0909,470140.0346,12673.5368,8718.575758,0,0,0,0,0,0,0,89283.60173,142472.4286,138388.0952,149897.9221,162027.9221,189159.5065,181415.9221,192540.039,1094831.645,1065926.983,1029749.117,1089052.273,679689.7619,212360.2121,24746.63636,10412.19481,8128.142857,433421.697,94228.65801,239757.4329,289339.7792,296191.8139,161016.5541,29543.82684,157712.1299,328027.7749,290692.4026
M588_R493_9626,493.0220032,8.22,588.3210427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089.450216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R1025_9625,1024.526428,17.08,588.3342351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30336.97835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R632_9624,631.7387085,10.53,588.3366962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799.571429,0,31003.5368,23373.66234,17679.15152,21387.46753,21243.85281,9526.108225,0,0,0,21190.00866,0,0,5844.562771,6018.164502,0,0,0,0,0
M588_R590_9627,590.0111084,9.83,588.3463135,0,0,0,8117.121212,7201.844156,9295.480519,6823.030303,0,0,0,0,0,0,0,0,0,8342.116883,0,0,0,0,7313.857143,8864.212121,5996.320346,81214.55844,70210.93939,50280.31169,63619.32468,38617.34199,10129.93506,0,0,0,35830.04762,0,8511.268398,8562.748918,8186.796537,6307.103896,0,0,8344.307359,6749.311688
M588_R847_9628,847.081543,14.12,588.3508476,0,0,0,0,0,0,11035.27273,0,0,0,64421.06061,18539.42857,0,10239.93506,14610.03463,9932.229437,25666.30303,0,6113.186147,6477.406926,6858.398268,0,7697.632035,0,0,0,0,0,0,6100.878788,10853.54113,0,11982.60606,6397.831169,0,7336.21645,10034.34199,11527.80519,0,0,0,0,0
M588_R754_9629,753.5736694,12.56,588.3685337,0,10333.37229,24007.24675,8589.904762,8409.112554,10462.2684,13372.91775,7742.848485,15381.33766,7396.831169,9539.411255,6927.103896,7665.181818,14347.42424,16806.74459,7982.528139,12613.87879,5797.562771,8320.974026,11051.71429,9721.848485,15791.33333,12497.62771,0,7849,8361.090909,0,7875.5671,6728.138528,12359.45022,11610.44156,0,7176.891775,0,0,10541.17316,12923.17316,14874.31602,12590.49784,13721.84416,0,8151.337662,10313.74026
M588_R979_9630,978.8856201,16.31,588.3743558,0,5524.069264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665.298701,0,0,8644.61039,6380.770563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5890.874459
M588_R867_9631,866.6290894,14.44,588.4119873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7219.471861,0,9505.69697,0,0,0,14767.61039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R1075_9632,1074.801331,17.91,588.4154038,0,0,0,0,0,0,0,43504.77489,7671.65368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R945_9633,944.5570679,15.74,588.4482104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22838.83117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M588_R1039_9634,1038.770264,17.31,588.4766846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12540.38528,0,0,0,0,0,0,18327.22511,0,5825.580087,0
M589_R512_9635,512.4898071,8.54,588.5077273,0,0,0,0,0,0,8351.138528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28046.54545,28015.17749,26469.74026,25826.25974,15887.38095,0,0,0,0,7488.878788,0,0,0,0,0,0,0,0,0
M589_R513_9636,512.9587097,8.55,588.6064758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687.004329,0,8510.722944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R514_9637,513.578064,8.56,588.6871688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7690.701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R886_9638,885.5725708,14.76,589.1152954,0,0,0,0,0,0,0,0,0,0,10096.57576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R518_9639,518.3973389,8.64,589.2887022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6967.489177,0,7389.376623,9239.411255,9618.65368,0,0,0,0,0,0,0,0,13551.52381,0,0,0,0,0,0,0,0,15325.18615,0,0,7438.601732,8121.753247
M589_R510_9640,510.098,8.5,589.3129827,18883.49784,0,6463.52381,69154.61472,89395.50216,98645.51082,98579.82684,0,0,0,0,0,0,0,0,0,19524.74459,28058.05628,29118.70996,30251.90909,34388.83983,36543.93074,35213.15584,37643.39394,279584.6667,267849.0823,251780.9307,264517.5325,142485.355,42448.17316,0,0,0,91319.69264,18883.49784,47376.55411,58081.77489,61544.14719,33989.96537,0,31955.82251,72157.1645,61060.8961
M589_R1003_9642,1003.208649,16.72,589.313338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20095.81818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R611_9641,610.911499,10.18,589.3136925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8394.800866,7661.272727,6842.194805,8019.982684,0,0,0,0,0,5475.844156,0,0,0,0,0,0,0,0,0
M589_R465_9644,465.4957733,7.76,589.3223503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39510.43723,19694.74459,27543.15152,17701.41126,13447.20346,0,0,0,0,10579.329,0,0,0,0,0,0,0,7204.597403,0
M589_R1066_9646,1065.528137,17.76,589.3236389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24573.81385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R586_9643,585.5713501,9.76,589.3242268,0,0,9383.974026,6468.922078,7314.939394,7574.506494,17581.53247,0,0,0,0,0,0,0,0,0,15317.79654,6024.580087,0,0,0,0,14580.32035,7174.670996,158096.8139,20666.02165,74754.59307,92423.4026,100476.7706,22351.24242,0,0,0,67656.98701,0,14957.00866,17556.1342,27563.74459,0,0,0,0,13506.69264
M589_R702_9645,701.6112366,11.69,589.3272357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7615.341991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15222.83117
M589_R709_9647,708.7565613,11.81,589.3456238,0,0,12717.54978,0,0,0,7851.08658,0,0,0,10118.25541,0,0,0,0,10322.85714,17421.72294,0,0,0,0,0,0,0,0,0,0,0,0,16352.48052,17767.61039,0,16095.92208,9867.865801,0,0,0,0,0,0,0,0,0
M589_R848_9648,847.8556519,14.13,589.3478088,0,0,0,0,0,0,0,0,0,0,19590.83117,0,0,0,0,0,7927.645022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R753_9649,753.1193237,12.55,589.3657227,0,0,10193.12987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7469.662338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865.878788,0,0,0
M589_R1071_9650,1070.996643,17.85,589.391359,0,0,0,0,0,0,0,0,0,0,0,0,0,6347.471861,7620.160173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R1036_9651,1036.157715,17.27,589.4128946,0,132742.2424,27670.15152,35538.38095,84713.78355,82343.1342,141255.4069,0,0,0,0,0,0,0,0,14504.12121,71232.10823,0,116296.7879,147764.303,93282.77056,17085.1039,0,0,0,10911.26407,6881.012987,9006.285714,105520.9048,0,0,0,0,0,0,7049.359307,11677.48052,32014.20346,12766.93939,0,69819.92208,0,83425.48918
M589_R1055_9652,1055.483337,17.59,589.430206,0,6807.307359,0,13016.03463,13833.18182,13776.8658,12769.06061,0,0,0,0,0,0,0,0,0,8329.930736,0,8076.948052,9894.69697,9840.675325,12461.60606,7815.735931,0,0,0,0,0,11972.76623,7186.714286,10944.52814,0,9516.406926,0,0,0,0,0,0,0,0,0,0
M589_R1169_9654,1168.828979,19.48,589.4505964,0,13996.56277,7856.181818,18935.56277,9718.277056,19527.671,110243.1645,0,0,0,0,0,0,0,0,0,34092.65368,0,20998.50649,43330.84848,19424.51948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771.614719,0,9510.541126
M589_R946_9653,945.8179932,15.76,589.4519653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6994.87013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M589_R1046_9655,1046.202026,17.44,589.4834369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077.41126,0,0,0
M590_R477_9656,477.0788879,7.95,590.1503335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16307.78788,0,0,0,0,0,0,0,0,0,0,0,0,0
M590_R766_9657,765.8153687,12.76,590.2319946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7670.558442,0
M590_R511_9658,510.5270081,8.51,590.3169612,0,0,0,9257.965368,12168.8961,13918.35931,13658.45022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39241.33766,37518.25974,34718.49784,36333.57576,19523.45022,6055.645022,0,0,0,12151.71861,0,6621.809524,8347.731602,8587.419913,0,0,0,9853.08658,7866.212121
M590_R1065_9659,1065.300049,17.76,590.3258667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6638.077922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M590_R1153_9660,1153.396973,19.22,590.3909296,0,0,7680.878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M590_R1037_9661,1036.924194,17.28,590.4162753,0,45361.58442,9149.930736,11630.18182,27132.20346,27311.4632,47578.77922,0,0,0,0,0,0,0,0,0,23299.71861,0,37027.41991,47805.95671,30482.13853,0,0,0,0,0,0,0,33607.93506,0,0,0,0,0,0,0,0,0,0,0,22237.28571,0,27159.86147
M590_R1054_9662,1054.464478,17.57,590.4408264,0,0,0,0,8822.411255,6796.987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7417.692641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M590_R1172_9663,1172.07605,19.53,590.4537366,0,0,10220.51948,6144.575758,5605.896104,6474.402597,34906.76623,0,0,0,0,0,0,0,0,0,10669.69697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M590_R1057_9664,1057.353271,17.62,590.4736386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6475.541126,0,0,0
M590_R1190_9665,1190.040649,19.83,590.49246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7438.320346,0,0,0,0,0,0,20304.63636,0,13108.41126,0
M591_R828_9666,828.1298218,13.8,590.9103104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9170.831169,7905.5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R50_9667,49.52244186,0.83,591.0769043,0,0,0,0,0,0,0,8953.974026,8878.541126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R703_9668,703.3104248,11.72,591.1554565,0,0,0,0,0,0,8992.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R466_9669,465.8842468,7.76,591.2096925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79344.96104,0,0,8593.251082,0,0,0,0,0,0,0,0,0,0
M591_R669_9670,669.1639404,11.15,591.2226717,0,0,0,0,0,0,0,10887.48918,25776.38528,15404.95238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R730_9671,730.3568726,12.17,591.2952991,0,0,0,27707.06061,30451.72727,31346.47186,45046.41558,0,0,0,0,0,0,0,0,0,7121.428571,8705.748918,16640.19913,20006.2987,19917.84416,36747.52381,20895.66234,11472.75758,106453.4459,172914.8658,127444.1385,164143.961,59096.84416,22123.8961,0,0,0,32793.68398,0,16442.00866,17984.48052,19859.41991,13683.30303,8688.428571,8252.865801,11496.64069,10340.35065
M591_R244_9672,244.4357071,4.07,591.3001407,0,0,0,0,0,0,0,0,0,0,0,0,0,9465.242424,35186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R295_9673,294.7735901,4.91,591.3238324,0,8135.839827,22886.89177,0,0,0,9392.623377,0,0,0,33484.87013,7620.168831,0,24588.39827,35368.89177,17370.37229,67640.15584,21593.4632,0,0,0,7166.779221,16749.02165,0,19330.87013,11599.8961,0,8597.480519,0,17587.45455,23030.04762,0,16997.35498,17297.86147,0,14128.14719,20656.30303,22710.01732,7806.606061,0,0,11455.54545,12006.87446
M591_R914_9675,913.5560303,15.23,591.3923585,0,0,0,0,0,0,6721.718615,0,0,0,0,0,8941.480519,29526.28139,31916.8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M591_R1128_9674,1128.020142,18.8,591.3955366,0,10493.18615,0,11279.90476,44642.05628,30835.84416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
